paper_id,title,year,venue,source,query,doi,url,authors,abstract,topic,score_abstraction,score_physical,score_planning,score_world_model,hidden_assumptions,fixed_variables,failure_modes
doi:10.7238/artnodes.v0i28.385735,Metaphysics of The Machines: From Human-Robot-Robot Interaction to AI Philoso-phers Abstraction,2021,Artnodes,crossref,robot abstraction learning,10.7238/artnodes.v0i28.385735,https://doi.org/10.7238/artnodes.v0i28.385735,Predrag Nikoli; Ruiyang Liu,"In this paper, we introduce the artwork Syntropic Counterpoints: Metaphysics of The Machines which is part of the ongoing art-based research project Syntropic Counterpoints. We aim to investigate the potentials of using artificial intelligence as an interdisciplinary creative medium. Moreover, to raise fundamental questions related to the artificial agents' role in raising human-AI society throughout the continuous period of reaching its emancipation. We are proposing the conceptual approach and methods in creating the audio-visual AI automated content through philosophical discussions between the four AI philosopher clones of Aristotle, Nietzsche, Machiavelli, and Sun Tzu. Special attention is given to the hybrid usage of technologies that led us toward transforming artificial intelligence into a co-existing artistic entity and novel creative framework for art and design practitioners. Therefore, we discuss some of the crucial questions related to our research and further directions in exploring AI abstraction in the context of robot creativity and its potential future forms. Our approach toward the liberation of machine creativity is through the use of words and grammar as a creative tool humans developed to express worlds beyond the world. The interaction between the audience and the installation is antagonistic as the process of further AI emancipation seems inevitable.",abstraction,4,0,0,0,not explicit,variables discarded by abstraction,not explicit
doi:10.23919/ecc54610.2021.9654910,Model Predictive Control based Cooperative Robot Manipulation and Collision Avoidance in Shared Workspaces,2021,2021 European Control Conference (ECC),crossref,robot world model planning control manipulation,10.23919/ecc54610.2021.9654910,https://doi.org/10.23919/ecc54610.2021.9654910,Argtim Tika; Naim Bajcinca,,physical,0,2,1,1,contact geometry; dynamics fidelity,not explicit,contact discontinuities
doi:10.1109/icra48506.2021.9562066,Model Predictive Robot-Environment Interaction Control for Mobile Manipulation Tasks,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),crossref,robot world model planning control manipulation,10.1109/icra48506.2021.9562066,https://doi.org/10.1109/icra48506.2021.9562066,Maria Vittoria Minniti; Ruben Grandia; Kevin Fah; Farbod Farshidian; Marco Hutter,,physical,0,2,1,1,contact geometry; dynamics fidelity,not explicit,contact discontinuities
doi:10.1109/etfa45728.2021.9613235,Model-Based Robot Control for Human-Robot Flexible Material Co-Manipulation,2021,2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA ),crossref,robot world model planning control manipulation,10.1109/etfa45728.2021.9613235,https://doi.org/10.1109/etfa45728.2021.9613235,Dionisis Andronas; Emmanouil Kampourakis; Katerina Bakopoulou; Christos Gkournelos; Panagiotis Angelakis; Sotiris Makris,,physical,0,2,1,1,contact geometry,not explicit,contact discontinuities
doi:10.1109/lra.2020.3045930,Nonholonomic Yaw Control of an Underactuated Flying Robot With Model-Based Reinforcement Learning,2021,IEEE Robotics and Automation Letters,crossref,model-based reinforcement learning robot control,10.1109/lra.2020.3045930,https://doi.org/10.1109/lra.2020.3045930,Nathan O. Lambert; Craig B. Schindler; Daniel S. Drew; Kristofer S. J. Pister,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.1109/lra.2021.3062342,Planning in Learned Latent Action Spaces for Generalizable Legged Locomotion,2021,IEEE Robotics and Automation Letters,crossref,latent state robot policy planning,10.1109/lra.2021.3062342,https://doi.org/10.1109/lra.2021.3062342,Tianyu Li; Roberto Calandra; Deepak Pathak; Yuandong Tian; Franziska Meier; Akshara Rai,,planning,1,0,2,1,state variables; control actionability,not explicit,aliasing / observability limits; long-horizon compounding error
doi:10.23919/ccc52363.2021.9550413,Reinforcement Learning Control for Robot Arm Grasping Based on Improved DDPG,2021,2021 40th Chinese Control Conference (CCC),crossref,model-based reinforcement learning robot control,10.23919/ccc52363.2021.9550413,https://doi.org/10.23919/ccc52363.2021.9550413,Guangjun Qi; Yuan Li,,physical,0,3,1,0,contact geometry,not explicit,not explicit
doi:10.1002/9781119782773.ch6,Reinforcement Learning for Robot Position/Force Control,2021,HumanRobot Interaction Control Using Reinforcement Learning,crossref,robot abstraction learning,10.1002/9781119782773.ch6,https://doi.org/10.1002/9781119782773.ch6,,,physical,0,3,1,0,contact geometry,not explicit,not explicit
doi:10.1109/acirs52449.2021.9519311,Sim-to-Real Transfer with Action Mapping and State Prediction for Robot Motion Control,2021,2021 6th Asia-Pacific Conference on Intelligent Robot Systems (ACIRS),crossref,sim-to-real robot control abstraction,10.1109/acirs52449.2021.9519311,https://doi.org/10.1109/acirs52449.2021.9519311,Xianjin Zhu; Xudong Zheng; Qiyuan Zhang; Zhang Chen; Yu Liu; Bin Liang,,abstraction,1,1,1,1,domain shift; dynamics fidelity,not explicit,distribution shift
doi:10.7176/jlpg/110-09,Women's Vulnerability and State Responsibility in China's Family-Planning Policy,2021,"Journal of Law, Policy and Globalization",crossref,latent state robot policy planning,10.7176/jlpg/110-09,https://doi.org/10.7176/jlpg/110-09,,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/lra.2021.3084880,Zero-Shot Sim-to-Real Transfer of Tactile Control Policies for Aggressive Swing-Up Manipulation,2021,IEEE Robotics and Automation Letters,crossref,sim-to-real robot control abstraction,10.1109/lra.2021.3084880,https://doi.org/10.1109/lra.2021.3084880,Thomas Bi; Carmelo Sferrazza; Raffaello D'Andrea,,physical,0,3,1,0,contact geometry; domain shift,not explicit,contact discontinuities; distribution shift
doi:10.20998/2522-9052.2020.3.05,Autonomous robot motion control situational planning model,2020,Advanced Information Systems,crossref,robot world model planning control manipulation,10.20998/2522-9052.2020.3.05,https://doi.org/10.20998/2522-9052.2020.3.05,Anatolii Kargin; Oleksandr Ivaniuk,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/icarsc49921.2020.9096083,Humanoid Control Module: An Abstraction Layer for Humanoid Robots,2020,2020 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),crossref,robot abstraction learning,10.1109/icarsc49921.2020.9096083,https://doi.org/10.1109/icarsc49921.2020.9096083,Marc Bestmann; Jianwei Zhang,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/icra40945.2020.9196935,IRIS: Implicit Reinforcement without Interaction at Scale for Learning Control from Offline Robot Manipulation Data,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),crossref,offline robot learning planning control,10.1109/icra40945.2020.9196935,https://doi.org/10.1109/icra40945.2020.9196935,Ajay Mandlekar; Fabio Ramos; Byron Boots; Silvio Savarese; Li Fei-Fei; Animesh Garg; Dieter Fox,,physical,0,3,1,0,contact geometry,dataset support,contact discontinuities
doi:10.1109/cdc42340.2020.9304043,Learning Mixed-Integer Convex Optimization Strategies for Robot Planning and Control,2020,2020 59th IEEE Conference on Decision and Control (CDC),crossref,offline robot learning planning control,10.1109/cdc42340.2020.9304043,https://doi.org/10.1109/cdc42340.2020.9304043,Abhishek Cauligi; Preston Culbertson; Bartolomeo Stellato; Dimitris Bertsimas; Mac Schwager; Marco Pavone,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/icarm49381.2020.9195341,Model-Based Reinforcement Learning For Robot Control,2020,2020 5th International Conference on Advanced Robotics and Mechatronics (ICARM),crossref,model-based reinforcement learning robot control,10.1109/icarm49381.2020.9195341,https://doi.org/10.1109/icarm49381.2020.9195341,Xiang Li; Weiwei Shang; Shuang Cong,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.1007/s10846-020-01183-3,Model-Based Reinforcement Learning Variable Impedance Control for Human-Robot Collaboration,2020,Journal of Intelligent &amp; Robotic Systems,crossref,model-based reinforcement learning robot control,10.1007/s10846-020-01183-3,https://doi.org/10.1007/s10846-020-01183-3,Loris Roveda; Jeyhoon Maskani; Paolo Franceschi; Arash Abdi; Francesco Braghin; Lorenzo Molinari Tosatti; Nicola Pedrocchi,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.1109/lra.2020.3012128,Model-Based Reinforcement Learning for Time-Optimal Velocity Control,2020,IEEE Robotics and Automation Letters,crossref,model-based reinforcement learning robot control,10.1109/lra.2020.3012128,https://doi.org/10.1109/lra.2020.3012128,Gabriel Hartmann; Zvi Shiller; Amos Azaria,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.1109/lra.2020.3010721,Perceptive Model Predictive Control for Continuous Mobile Manipulation,2020,IEEE Robotics and Automation Letters,crossref,robot world model planning control manipulation,10.1109/lra.2020.3010721,https://doi.org/10.1109/lra.2020.3010721,Johannes Pankert; Marco Hutter,,physical,0,2,1,1,contact geometry; dynamics fidelity,not explicit,contact discontinuities
doi:10.18608/jla.2019.63.2,"Critical Data Studies, Abstraction & Learning Analytics",2019,Journal of Learning Analytics,crossref,robot abstraction learning,10.18608/jla.2019.63.2,https://doi.org/10.18608/jla.2019.63.2,Simon Buckingham Shum,"This editorial introduces a special section of the Journal of Learning Analytics, for which Neil Selwyn's keynote address to LAK '18 has been written up as an article, ""What's the problem with learning analytics?"" His claims and arguments are engaged in commentaries from Alfred Essa, Rebecca Ferguson, Paul Prinsloo, and Carolyn Ros, who provide diverse perspectives on Selwyn's proposals and arguments, from applause to refutation. Reflecting on the debate, I note some of the tensions to be resolved for learning analytics and social science critiques to engage productively, observing that central to the debate is how we understand the role of abstraction in the analysis of data about teaching and learning, and hence the opportunities and risks this entails.",abstraction,4,0,0,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1080/10986065.2020.1706217,Elaborating reflective abstraction for instructional design in mathematics: Postulating a Second Type of Reflective Abstraction,2019,Mathematical Thinking and Learning,crossref,robot abstraction learning,10.1080/10986065.2020.1706217,https://doi.org/10.1080/10986065.2020.1706217,Martin A. Simon,,abstraction,4,0,0,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/tro.2018.2878318,Model-Based Reinforcement Learning for Closed-Loop Dynamic Control of Soft Robotic Manipulators,2019,IEEE Transactions on Robotics,crossref,model-based reinforcement learning robot control,10.1109/tro.2018.2878318,https://doi.org/10.1109/tro.2018.2878318,Thomas George Thuruthel; Egidio Falotico; Federico Renda; Cecilia Laschi,,physical,0,2,1,1,contact geometry,not explicit,contact discontinuities
doi:10.1002/9781119557005.ch4,Neural Learning and Control CoDesign for Robot Arm Control,2019,Kinematic Control of Redundant Robot Arms Using Neural Networks,crossref,robot representation learning control,10.1002/9781119557005.ch4,https://doi.org/10.1002/9781119557005.ch4,,,physical,0,2,2,0,not explicit,not explicit,not explicit
doi:10.1109/iccma46720.2019.8988747,Nonlinear Model Predictive Control of Robot Manipulators Using Quasi-LPV Representation,2019,"2019 7th International Conference on Control, Mechatronics and Automation (ICCMA)",crossref,robot representation learning control,10.1109/iccma46720.2019.8988747,https://doi.org/10.1109/iccma46720.2019.8988747,Mojtaba Esfandiari; Sonny Chan; Garnette Sutherland; David Westwick,,abstraction,1,1,1,1,state variables; contact geometry; dynamics fidelity,not explicit,contact discontinuities; aliasing / observability limits
doi:10.1109/anzcc47194.2019.8945595,Path Planning for a Mobile Robot in Unknown Dynamic Environments Using Integrated Environment Representation and Reinforcement Learning,2019,2019 Australian &amp; New Zealand Control Conference (ANZCC),crossref,robot representation learning control,10.1109/anzcc47194.2019.8945595,https://doi.org/10.1109/anzcc47194.2019.8945595,Jian Zhang,,planning,1,1,2,0,state variables; contact geometry; control actionability,not explicit,aliasing / observability limits; long-horizon compounding error
doi:10.1109/lra.2019.2901898,Robot Motion Planning in Learned Latent Spaces,2019,IEEE Robotics and Automation Letters,crossref,latent state robot policy planning,10.1109/lra.2019.2901898,https://doi.org/10.1109/lra.2019.2901898,Brian Ichter; Marco Pavone,,planning,1,0,2,1,state variables; control actionability,not explicit,aliasing / observability limits; long-horizon compounding error
doi:10.1080/02665433.2019.1704845,The persistent reinvention of state-led planning policies in Argentina: exploring path dependencies and policy ruptures,2019,Planning Perspectives,crossref,latent state robot policy planning,10.1080/02665433.2019.1704845,https://doi.org/10.1080/02665433.2019.1704845,Rodrigo Hernn Alves Rolo,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/lra.2018.2856915,Approximate Inference-Based Motion Planning by Learning and Exploiting Low-Dimensional Latent Variable Models,2018,IEEE Robotics and Automation Letters,crossref,latent state robot policy planning,10.1109/lra.2018.2856915,https://doi.org/10.1109/lra.2018.2856915,Jung-Su Ha; Hyeok-Joo Chae; Han-Lim Choi,,planning,1,0,2,1,state variables; control actionability,not explicit,aliasing / observability limits; long-horizon compounding error
doi:10.5220/0006604804290437,Can Abstraction Be Taught? Refactoring-based Abstraction Learning,2018,Proceedings of the 6th International Conference on Model-Driven Engineering and Software Development,crossref,robot abstraction learning,10.5220/0006604804290437,https://doi.org/10.5220/0006604804290437,Naoyasu Ubayashi; Yasutaka Kamei; Ryosuke Sato,,abstraction,4,0,0,0,not explicit,variables discarded by abstraction,not explicit
doi:10.23919/ecc.2018.8550590,Distributed Reinforcement Learning Based Optimal Controller For Mobile Robot Formation,2018,2018 European Control Conference (ECC),crossref,model-based reinforcement learning robot control,10.23919/ecc.2018.8550590,https://doi.org/10.23919/ecc.2018.8550590,Chinmay Shinde; Kaushik Das; Swagat Kumar; Laxmidhar Behera,,physical,0,2,2,0,contact geometry; control actionability,not explicit,not explicit
doi:10.1109/iccar.2018.8384666,Learning abstraction of a swarm to control a parent system,2018,"2018 4th International Conference on Control, Automation and Robotics (ICCAR)",crossref,state abstraction robotics control,10.1109/iccar.2018.8384666,https://doi.org/10.1109/iccar.2018.8384666,Kyle L. Crandall; Adam M. Wickenheiser; Dustin Webb,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1007/978-3-319-78384-0_4,Model-Based Reinforcement Learning for Approximate Optimal Control,2018,Communications and Control Engineering Reinforcement Learning for Optimal Feedback Control,crossref,model-based reinforcement learning robot control,10.1007/978-3-319-78384-0_4,https://doi.org/10.1007/978-3-319-78384-0_4,Rushikesh Kamalapurkar; Patrick Walters; Joel Rosenfeld; Warren Dixon,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.5822/978-1-61091-821-3_18,U.S. State and Community Energy Policy and Planning,2018,Energy for Sustainability,crossref,latent state robot policy planning,10.5822/978-1-61091-821-3_18,https://doi.org/10.5822/978-1-61091-821-3_18,John Randolph; Gilbert M. Masters,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/icra.2017.7989634,Decentralized estimation and control for bilateral teleoperation of mobile robot network with task abstraction,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),crossref,state abstraction robotics control,10.1109/icra.2017.7989634,https://doi.org/10.1109/icra.2017.7989634,Chao-Wei Lin; Yen-Chen Liu,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.7554/elife.32548.024,Decision letter: Offline replay supports planning in human reinforcement learning,2017,,crossref,offline robot learning planning control,10.7554/elife.32548.024,https://doi.org/10.7554/elife.32548.024,,,planning,0,1,3,0,contact geometry; control actionability,dataset support,long-horizon compounding error
doi:10.1109/itsc.2017.8317738,Simultaneous policy learning and latent state inference for imitating driver behavior,2017,2017 IEEE 20th International Conference on Intelligent Transportation Systems (ITSC),crossref,latent state robot policy planning,10.1109/itsc.2017.8317738,https://doi.org/10.1109/itsc.2017.8317738,Jeremy Morton; Mykel J. Kochenderfer,,abstraction,2,0,1,1,state variables; control actionability,not explicit,aliasing / observability limits
doi:10.1007/s11241-016-9262-3,Timed-automata abstraction of switched dynamical systems using control invariants,2017,Real-Time Systems,crossref,sim-to-real robot control abstraction,10.1007/s11241-016-9262-3,https://doi.org/10.1007/s11241-016-9262-3,Patricia Bouyer; Nicolas Markey; Nicolas Perrin; Philipp Schlehuber-Caissier,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/iros.2016.7759838,Contact-based language for robotic manipulation planning,2016,2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),crossref,robotic manipulation planning latent dynamics,10.1109/iros.2016.7759838,https://doi.org/10.1109/iros.2016.7759838,Anuj Shah; Gabriel A. D. Lopes; Esmaeil Najafi,,physical,0,2,2,0,contact geometry; control actionability,not explicit,contact discontinuities; long-horizon compounding error
doi:10.1016/j.robot.2016.05.013,Hybrid-state driven autonomous control for planar bipedal locomotion,2016,Robotics and Autonomous Systems,crossref,state abstraction robotics control,10.1016/j.robot.2016.05.013,https://doi.org/10.1016/j.robot.2016.05.013,Sam K. Zachariah; Thomas Kurian,,planning,1,1,2,0,not explicit,not explicit,not explicit
doi:10.1007/978-1-137-57647-7_3,Language Planning in State Nations and Nation States,2016,Language Policy and Language Planning,crossref,latent state robot policy planning,10.1007/978-1-137-57647-7_3,https://doi.org/10.1007/978-1-137-57647-7_3,Sue Wright,,abstraction,2,0,2,0,control actionability,not explicit,long-horizon compounding error
doi:10.1007/s10015-015-0258-1,Reinforcement learning in dynamic environment: abstraction of state-action space utilizing properties of the robot body and environment,2016,Artificial Life and Robotics,crossref,robot abstraction learning,10.1007/s10015-015-0258-1,https://doi.org/10.1007/s10015-015-0258-1,Kazuyuki Ito; Yutaka Takeuchi,,abstraction,3,1,0,0,contact geometry,variables discarded by abstraction,not explicit
doi:10.1007/978-4-431-55879-8_25,Scalable Formation Control of Multi-robot Chain Networks Using a PDE Abstraction,2016,Springer Tracts in Advanced Robotics Distributed Autonomous Robotic Systems,crossref,state abstraction robotics control,10.1007/978-4-431-55879-8_25,https://doi.org/10.1007/978-4-431-55879-8_25,Karthik Elamvazhuthi; Spring Berman,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.56687/9781447316800-012,State infrastructure policy and planning,2016,Infrastructure Delivery Planning,crossref,latent state robot policy planning,10.56687/9781447316800-012,https://doi.org/10.56687/9781447316800-012,,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.51952/9781447316800.ch008,State infrastructure policy and planning,2016,Infrastructure Delivery Planning,crossref,latent state robot policy planning,10.51952/9781447316800.ch008,https://doi.org/10.51952/9781447316800.ch008,Janice Morphet,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/icra.2016.7487745,Using abstraction for swarm control of a parent system,2016,2016 IEEE International Conference on Robotics and Automation (ICRA),crossref,state abstraction robotics control,10.1109/icra.2016.7487745,https://doi.org/10.1109/icra.2016.7487745,Kyle L. Crandall; Caleb Whitehead; Shuqi Dong; Adam Wickenheiser,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/tro.2015.2414134,Timing Semantics for Abstraction and Execution of Synthesized High-Level Robot Control,2015,IEEE Transactions on Robotics,crossref,robot abstraction learning,10.1109/tro.2015.2414134,https://doi.org/10.1109/tro.2015.2414134,Vasumathi Raman; Nir Piterman; Cameron Finucane; Hadas Kress-Gazit,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/tro.2013.2293836,Control of a Group of Mobile Robots Based on Formation Abstraction and Decentralized Locational Optimization,2014,IEEE Transactions on Robotics,crossref,state abstraction robotics control,10.1109/tro.2013.2293836,https://doi.org/10.1109/tro.2013.2293836,Kazuya Yoshida; Hiroaki Fukushima; Kazuyuki Kon; Fumitoshi Matsuno,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/sice.2014.6935263,Multi-robot scheduling and trajectory planning using state roadmap,2014,2014 Proceedings of the SICE Annual Conference (SICE),crossref,latent state robot policy planning,10.1109/sice.2014.6935263,https://doi.org/10.1109/sice.2014.6935263,Yuichi Tazaki; Tatsuya Suzuki,,planning,1,0,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/icra.2014.6907808,The Hardware Abstraction Layer &#x2014; Supporting control design by tackling the complexity of humanoid robot hardware,2014,2014 IEEE International Conference on Robotics and Automation (ICRA),crossref,state abstraction robotics control,10.1109/icra.2014.6907808,https://doi.org/10.1109/icra.2014.6907808,Stefan Jorg; Jan Tully; Alin Albu-Schaffer,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.1109/eais.2012.6232809,A kinodynamic planning-learning algorithm for complex robot motor control,2012,2012 IEEE Conference on Evolving and Adaptive Intelligent Systems,crossref,offline robot learning planning control,10.1109/eais.2012.6232809,https://doi.org/10.1109/eais.2012.6232809,Javier Gonzalez-Quijano; Mohamed Abderrahim; Fernando Fernandez; Choukri Bensalah,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/icra.2012.6225072,RTMBA: A Real-Time Model-Based Reinforcement Learning Architecture for robot control,2012,2012 IEEE International Conference on Robotics and Automation,crossref,model-based reinforcement learning robot control,10.1109/icra.2012.6225072,https://doi.org/10.1109/icra.2012.6225072,Todd Hester; Michael Quinlan; Peter Stone,,physical,0,2,1,1,contact geometry,not explicit,not explicit
doi:10.4018/jats.2010040105,Inductive Logic Programming (ILP) and Reasoning by Analogy in Context of Embodied Robot Learning,2010,International Journal of Agent Technologies and Systems,crossref,embodied intelligence physical reasoning robot,10.4018/jats.2010040105,https://doi.org/10.4018/jats.2010040105,Vesna Poprcova; Georgi Stojanov; Andrea Kulakov,"The ability to reason by analogy is essential for many cognitive processes from low-level and high-level perception to categorization. Intuitively, the idea is to use what is already known to explain new observations that appear similar to old knowledge. In a sense, it is opposite of induction, where to explain the observations one comes up with new hypotheses/theories. Therefore, a system capable of both types of reasoning would be superior. In this paper, the authors present an overview of Inductive Logic Programming (ILP) systems that use reasoning by analogy and discuss the results of combining Analogical Prediction with an ILP system, showing that, for some cases, it is possible to improve significantly the learning speed of the ILP system. This paper will examine the problems that arise in the context of a physically embodied robot that tries to learn regularities in its environment.",physical,0,3,0,1,dynamics fidelity,not explicit,not explicit
doi:10.1016/j.arcontrol.2010.09.001,Multifingered robot hands: Control for grasping and manipulation,2010,Annual Reviews in Control,crossref,robot world model planning control manipulation,10.1016/j.arcontrol.2010.09.001,https://doi.org/10.1016/j.arcontrol.2010.09.001,Tsuneo Yoshikawa,,physical,0,3,1,0,contact geometry,not explicit,contact discontinuities
doi:10.1016/j.robot.2009.11.008,Planar bipedal locomotion control based on state discretization,2010,Robotics and Autonomous Systems,crossref,state abstraction robotics control,10.1016/j.robot.2009.11.008,https://doi.org/10.1016/j.robot.2009.11.008,Yuichi Tazaki; Jun-ichi Imura,,planning,1,1,2,0,not explicit,not explicit,not explicit
doi:10.5772/10252,Reinforcement-based Robotic Memory Controller,2010,Robot Learning,crossref,model-based reinforcement learning robot control,10.5772/10252,https://doi.org/10.5772/10252,Osman Hassab,,physical,0,2,2,0,contact geometry; control actionability,not explicit,not explicit
doi:10.1007/978-1-84882-985-5_5,Kinematic Tracking Controller for Unicycle Mobile Robot Based on Polar-like Representation and Lyapunov Analysis,2009,Lecture Notes in Control and Information Sciences Robot Motion and Control 2009,crossref,robot representation learning control,10.1007/978-1-84882-985-5_5,https://doi.org/10.1007/978-1-84882-985-5_5,Dariusz Pazderski; Pawe Szulczyski; Krzysztof R. Kozowski,,planning,1,1,2,0,state variables; control actionability,not explicit,aliasing / observability limits
doi:10.1007/978-1-4020-8919-0_15,Tactile Sensing-based Control System for Dexterous Robot Manipulation,2009,Lecture Notes in Electrical Engineering Advances in Computational Algorithms and Data Analysis,crossref,tactile perception robot manipulation,10.1007/978-1-4020-8919-0_15,https://doi.org/10.1007/978-1-4020-8919-0_15,Hanafiah Yussof; Masahiro Ohka; Hirofumi Suzuki; Nobuyuki Morisawa,,physical,0,3,1,0,contact geometry,not explicit,contact discontinuities
doi:10.1109/icsens.2008.4716609,Determination of object stiffness control parameters in robot manipulation using a prototype optical three-axis tactile sensor,2008,2008 IEEE Sensors,crossref,tactile perception robot manipulation,10.1109/icsens.2008.4716609,https://doi.org/10.1109/icsens.2008.4716609,Hanafiah Yussof; Masahiro Ohka; Abdul Rahman Omar; Muhammad Azmi Ayub,,physical,0,3,1,0,contact geometry,not explicit,contact discontinuities
doi:10.1109/wcica.2008.4593162,Inspection planning control of laser guided measurement robot,2008,2008 7th World Congress on Intelligent Control and Automation,crossref,robot world model planning control manipulation,10.1109/wcica.2008.4593162,https://doi.org/10.1109/wcica.2008.4593162,Wanli Liu; Xinghua Qu; Jianfei Ouyang; Yonggang Yan,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1007/978-3-540-70799-8,Model Abstraction in Dynamical Systems: Application to Mobile Robot Control,2008,Lecture Notes in Control and Information Sciences,crossref,robot abstraction learning,10.1007/978-3-540-70799-8,https://doi.org/10.1007/978-3-540-70799-8,,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
doi:10.5772/6209,Novel Framework of Robot Force Control Using Reinforcement Learning,2008,Robot Manipulators,crossref,robot representation learning control,10.5772/6209,https://doi.org/10.5772/6209,Byungchan Kim; Shinsuk Park,,physical,0,3,1,0,contact geometry,not explicit,not explicit
doi:10.1093/heapol/czn023,The role of state and non-state actors in the policy process: the contribution of policy networks to the scale-up of antiretroviral therapy in Thailand,2008,Health Policy and Planning,crossref,latent state robot policy planning,10.1093/heapol/czn023,https://doi.org/10.1093/heapol/czn023,S. Tantivess; G. Walt,,abstraction,2,0,2,0,control actionability,not explicit,not explicit
doi:10.1109/wcica.2008.4593707,Trajectory planning for robot manipulators based on state space,2008,2008 7th World Congress on Intelligent Control and Automation,crossref,robot world model planning control manipulation,10.1109/wcica.2008.4593707,https://doi.org/10.1109/wcica.2008.4593707,Wenlong Xie; Jianbo Su,,planning,1,0,3,0,contact geometry; control actionability,not explicit,contact discontinuities; long-horizon compounding error
doi:10.5772/6197,"Unit Quaternions: A Mathematical Tool for Modeling, Path Planning and Control of Robot Manipulators",2008,Robot Manipulators,crossref,offline robot learning planning control,10.5772/6197,https://doi.org/10.5772/6197,Ricardo Campa; Karla Camarillo,,planning,0,1,3,0,contact geometry; control actionability,not explicit,contact discontinuities; long-horizon compounding error
doi:10.1561/9781601982391,Learning Representation and Control in Markov Decision Processes: New Frontiers,2007,,crossref,robot representation learning control,10.1561/9781601982391,https://doi.org/10.1561/9781601982391,Sridhar Mahadevan,,planning,1,1,2,0,state variables,not explicit,aliasing / observability limits
doi:10.1109/wcica.2006.1713724,Approaches to Motion Planning for a Spherical Robot Based on Differential Geometric Control Theory,2006,2006 6th World Congress on Intelligent Control and Automation,crossref,robot world model planning control manipulation,10.1109/wcica.2006.1713724,https://doi.org/10.1109/wcica.2006.1713724,Tuanjie Li; Yigang Zhang; Yan Zhang,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/wcica.2006.1713712,Optimal Motion Planning of Attitude Control for Space Robot System with Dual-Arms,2006,2006 6th World Congress on Intelligent Control and Automation,crossref,robot world model planning control manipulation,10.1109/wcica.2006.1713712,https://doi.org/10.1109/wcica.2006.1713712,Li Chen; Xiaoteng Tang,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1109/wcica.2006.1713011,The Nonholonomic Motion Planning and Control of the Unicycle Mobile Robot,2006,2006 6th World Congress on Intelligent Control and Automation,crossref,robot world model planning control manipulation,10.1109/wcica.2006.1713011,https://doi.org/10.1109/wcica.2006.1713011,Jin Zhiyong; Zhang Qizhi,,planning,0,1,3,0,control actionability,not explicit,long-horizon compounding error
doi:10.1007/11008941_24,Abstraction and Control for Swarms of Robots,2005,Springer Tracts in Advanced Robotics Robotics Research. The Eleventh International Symposium,crossref,state abstraction robotics control,10.1007/11008941_24,https://doi.org/10.1007/11008941_24,Calin Belta; Guilherme A. S. Pereira; Vijay Kumar,,abstraction,2,1,1,0,not explicit,variables discarded by abstraction,not explicit
